id,user_id,text,label
192417988778016768,63886917,Knicks vs Celtics is just a 3pt shootout New York has 9 and there's 5 mins left in the 2nd,neutral
261978528185204736,9648142,"Drum stream scheduled for tomorrow postponed til NEXT Saturday on the 3rd of November. Until then, a Diablo III stream! http://t.co/S2zRVGS7",neutral
243559867288272896,115698995,"After Mrs O, Castro, Fluke & now Clinton, I am so proud of the party that I believe in & will vote for in Nov. tomorrow night is just icing",positive
263893912748425216,25003901,Also need to be at least accredated in ACT or REBT before the end of 4th yr.,neutral
264171251361275904,90459033,"Tomorrow our opportunity to love continues @ the Boys & Girls Club (123 Jefferson).  Meet us there at 10am, w/ boots and gloves if possible.",positive
109002622928822273,20954885,Boehner wants president to change speech to Thurs instead of going against #GOP2012 debate. What? Same time as Packers-Saints #NFL opener?!?,negative
263276487526993920,15478723,http://t.co/hZOrJG6W Its going down in #DeathValley this Saturday! Geaux Tigers @LSUfball @JacobHester22 @LSUCoachMiles,positive
259307610266820610,23284463,"@WMUA  Wed @11 AM on ""Java Jazz"" with Ken Irwin, tune in for a chat with UMass Jazz Dept. Head Jeff Holmes about his new CD, ""Of One's Own.""",neutral
256217193421869056,377096768,"Lmfao , she gone die . All the niggas gone be at NCA tomorrow",negative
264190661601939456,360119864,@Tylerkhounthy why there so much easier I'm pretty sure tomorrow is the Cupid shuffle tho ... I hate that,negative
264243803924361216,41785987,"my iTunes is playing sun is shining by bob marley, my ears can't trick me, it's BLOODY freezing. hat, scarf AND gloves today kids!",negative
259351220685262848,250195796,@Kirsty_182 my older brother is going to see Tenacious D on Sunday and Dave Grohl is going to be playing the drums there!!!!!!!,positive
262409240147288064,253323705,"OU really has nothing play for anymore. Screw the sun bowl or cotton bowl. if we aren't in a bcs bowl game, it's a disappointing season.",negative
264216787686666240,14283914,"I am manipulative: Knightley: Los Angeles, Nov 2: Actress Keira Knightley says although she does not like some t... http://t.co/CenpsQs3",negative
263656616296067073,402127017,@cspanwj All RW'ers with VANS should call local Romney Campaign and offer to help transport GOP voters to the polls now until Tuesday! #tcot,neutral
100290340841455616,31941143,Revis bats down Sanchez pass to Holmes. 3rd PBU by 24 in 2days. Holmes makes up 4 it with catch on Cromartie on next play. #nyj,neutral
250273167896092672,427283906,Anyone wanting Roger Sanchez tickets for v-club on the 19th of october get in touch i have coach and entry... http://t.co/wDyLdwgR,neutral
263564797063348224,378016265,An emotionally intelligent organisation through mindfulness? Find out how with @GetSIYLI in San Fran in Dec https://t.co/B3pbUTRU pls RT!,positive
100033912272732161,39910049,Let's see what shitty movie Netflix has recommended for me to watch tonight.,negative
263804843964133378,50579139,"US stocks down on Greek crisis: US shares were closed lower Wednesday, erasing earlier gains, after the market w... http://t.co/SENIHivq",neutral
100154857163456512,92039975,"Escape the rain: today's lunchtime talk @Out_of_the_Blue.  A Short History of Ski-in in Scotland, 12.45",neutral
264241261505044481,163657689,"@madgarden @rocketcatgames I'll see if there's any consistency with it tomorrow. Might be my iPod (4th gen), who knows.",neutral
259988859285295106,701539194,@TomArchitects Cesena on the 31st is gonna be the best though ;),positive
257855290920280064,325360751,"Of course I'm not home when my team in town  :/ ""@SteveyC16: Knicks vs Celtics preseason game in Albany this saturday....who going??""",negative
100197531790745601,38813536,"Glad to see the coaches are paying attention to their poll. Auburn, which is likely to finish 5th in SEC West, No. 19 in country?",positive
207871947634257924,84541725,@asajoseph So you wouldn't have regretted selling Pires after his 1st season? I think it's outlandish to base all your judgement on 1 season,negative
253388826293186560,556508263,Ok Dongwoo's fansite is not accepting new members right now...need to register on the 11th,negative
264119622909968385,529650178,Guys ... April 27 ... @taylorswift13 is coming to Lexington. #going,neutral
263513709895376896,189938587,"""I saw my father march with Martin Luther King"" & ""My father and I marched with MLK Jr. through the streets of Detroit"" http://t.co/Sd2jUHpm",neutral
100063092603502592,55451942,My random rant of the night:Lady Gaga being considered a fashion icon!Who in their right mind considers that fashion?She dresses in trash.,negative
264228783706472448,304201698,Post of the night:  Anonymous (ID: ExcV6jkR) 11/02/12(Fri)00:52:39 No.434329650      This thread is like watching a monkey fuck a coconut,negative
115629777808924672,18928845,@ebrown2112 I am happy about the Modern Family wins tonight but definitely saddened by the FNL loss. Also so stoked for Melissa McCarthy! :),positive
264241613683961856,313598787,@seanhannity    We live in the Jersey shore area. No power since Mon. Disgusted with the response of disaster!!!,negative
100001422170529792,38986228,@jordanknight Hope u have a great show tonight. Me & the Chi/IN girls are so excited to see you in London tomorrow!,positive
233747124410544129,111060272,Sitting next to Reid Hoffman's 2nd cousin at @PandoMonthly. He's a landscape architect to the stars :) #sonotintech,positive
248656511545524224,17773964,Playstation Vita will receive great additions and games: As you may have seen with our previous blog post on the... http://t.co/ksKlUP3s,positive
264095454864740352,14067678,"Oingo Boingo (well, most of the band) tomorrow & Leonard Cohen on Monday. #DudeImStoked",positive
172649481869869057,70524386,"@rafvdvaart Hope you are fit for sunday, 3pts against Arsenal, better than watching the Carling Cup Final",positive
114799203749859328,299941485,"@myturtleneck cool! yah, lots of stuff going on that night with Nuit Blanche as well! It's going to be fun! @sbnuitblancheTO",positive
251022467911544832,633002710,The Sun are today reporting that Chelsea owner Roman Abramovich has given the green light for Roberto Di Matteo... http://t.co/ttXSalrQ,neutral
264228104954855425,607803479,Calgary tomorrow for the first meet of the season! Can't wait to get some early racing done #altitude #paceit,positive
264225480037773312,601325640,@JWalters9 @rrrrgo @AClem318 @hsmith72090 im pumpkin carving again and watching the Alabama vs. Lsu game saturday night!,neutral
102571251364663296,38312091,Watching the Vampire Diaries from the beginning= a classic Saturday night. :D and with @TheJosie_F :) Lolz,positive
192143918392025088,25319414,Check out all of Monday's highlights in 2:19 with the Daily Zap: http://t.co/KfNhEft4,neutral
259133354803339265,150507531,The 1st Black woman to ever host the Academy Awards was=>@WhoopiGoldberg! I want to be like her! #BlackHistoryMoment,positive
264233892066779136,351422978,"School tonight until 10:30, fire academy tomorrow from 6am to 4pm and than 6am until 10pm #workhard #success",neutral
257837309867749378,44887270,@scotty_robs89 do you know Roman Abramovich is the 3rd richest man in Britian? #InterestingFactOfTheDay #InterestingGilfriend,positive
260125311310630912,29316561,Rick stein reckons tuna is like roast beef to the Japanese. Anyone for tuna with Yorkshire pudding & Sunday roast? #goodfoodchannel,neutral
100244980815233024,81400575,"I had no clue the TCA were on tonight. So to guess who wins, Twilight and Justin Bieber win everything. It happens every year.",neutral
261816678214680576,396551915,"On Sunday watch Sarah G Live, one of Myrtle`s dream will come true - together with Melai, @MyrtleGail  will have a song number with Sarah G.",neutral
263456331023917056,73688894,"Steal by Chalmers, on the break away and is fouled by Garnett. That is his 3rd foul of this game. #Celtics #299COMM",negative
259710801521283074,318697983,Yesterday the #NHL cancelled games up to November 1st. The Winter Classic and All-Star game could be in jeopardy soon.,negative
262134513868619777,21075591,How cool. Movies under the stars at Adelaide Oval... if I was in SA tomorrow night I would be ALL OVER this: http://t.co/wr4Ez9xS,positive
264148349509328896,116544142,Cowboys will beat the falcons sunday #iStamp,positive
262237533243596802,77637181,"False start penalty, Garner moved early. Brings up 3rd and 16 from the Yale 47.",negative
250846001244561408,23286019,"Remember when I sat through that horrible show ""Breakout Kings"" just because T-Bag? #worthit",negative
264137448051863552,274313396,Geaux Tigers!!! Come and tailgate with us at our Neighborhood Tailgate Party Saturday and enjoy yourselves to some Bloody Marys and Mimosas.,positive
264101411367825408,218361802,"Just notified that Steelers can't find hotel rooms in NY so they're leaving Sunday morning. Thank you, scorecenter, for this breaking news.",neutral
245461530206932992,222961982,I think I may have a heart attack for Jason Wu's new collection. So Charlotte Rampling in the Night  http://t.co/2KRW4kTn,positive
100259468096454656,22518658,Ok i need something to try cheer me up after the the loss last night!Tickets for the Brittany and Nicki Minaj 2mo night - i need2Get looking,positive
263882641642778625,71640707,"@pauleyP best line ever as abby ""he wears $3000 sun glasses & has Justin Beiber on his harddrive cant we arrest him for that?",positive
259379460745359360,57436721,Shaq Morris narrowed his list to Wichita State and Oral Roberts. He said he will likely make a final decision Monday. #shockers #mvc,neutral
115599653327736833,297168771,"Really enjoying the #emmy's tonight while doing some homework.  Hi-lites so far: Melissa McCarthy, Steve Levitan's wife, & Jane Lynch rocks!",positive
260806021642080256,387173396,"Trying to come up with a rockstar for @LooveMeDo_ 18th, so far Emilie Autumn or Amy Lee seem like ideas",neutral
100099436771950592,213469113,I may love asians from Japan! But I have a girl that I'm gonna marry. Believe it! She's a ghetto ass short girl that's clumsy as fuck lol.,positive
264170130207014912,617695760,So Tomorrow gonna stay for the game with Israel yay:D,positive
263645360143097856,17977496,"@uliwitness And Christmas, good luck changing it! Other federal holidays include: Martin Luther King, Jr Day in January",positive
249160968238686208,155841786,"For the adorable and loveable man, Song Joongki, Happy 27th Birthday!",positive
256088475395313664,794311686,"@ptmediaweb We many not to get watch any NHL games, but we can watch Evgeni Malkin and Alex Ovechkin in the KHL!  http://t.co/U1OfH9ek",neutral
241283432318107649,85446794,@ZakAdamz decent that bruv n I'm looking the Espanyol game in jan the 5th or 6th ..,neutral
100397126370078721,3015401,"If I'm reading the Twitter Trend list correctly, people are really happy that Verlander beat the Royals yesterday",positive
264257654250156032,56656021,"Up at 6 today - DJing till 4 o'clock tomorrow morning, up at 8am for a magazine shoot then straight up to Liverpool for the MOBOs - zzzzzzzz",neutral
261917509110882305,21671311,Winter Storm Watch for portions of the WDBJ7 viewing area  until 8:00pm Tuesday. http://t.co/GbHXY57g,neutral
205734726273740800,265368547,i'm going to watch Eurosong! Croatia is 10th ;) so VOTE FOR CROATIA!!!,positive
261042742375886848,40548465,You may think I have mono-cellular Zulu imbongis at the rate some of these folks are thrown profanity at me.,negative
255383517456916480,39340100,The Fall Career Fair is this Wednesday 10/10 in the Murphy Center from 10am-2pm. Free to all MTSU students and... http://t.co/LxieTioy,neutral
101135628594462720,158775729,@jay_bone48 @purphaze_29 I'm hopin y'all are gonna be around Thursday to welcome me with open arms on my permanent move back to Clemson..,positive
100668742882705409,16426077,"@PsychoSix-Smoker Beohner ""got 98% of what he wanted.""  Fact: Dow down 634 today and Boehner OWNS every point. #p2 #fok #maddow #teaparty",neutral
213395136393129984,54860952,I see Scorsese may be teaming up with The Artist's Oscar winning star Jean Dujardin... http://t.co/4AUPRsfv,neutral
256057725333684224,552594748,@elliegoulding do you know what time you come on tomorrow night at Santos Party House? can't wait to see/hear you!!!!,positive
239167678500204544,90443136,@rkprater Just read Timmonsville is beating the crap out of McBee 60-8 still in the 3rd!!!,negative
250542884758114304,56117318,The Fiesta Bowl was pleasantly surprised Monday to learn it is one of six finalists to hos http://t.co/7U79Ergo,positive
261339328792391681,23637091,@The_Riches we just confirmed Nipsey Hussle Dec. 29th @tremontMusic Hall tix on sale Friday!,neutral
205388180516651008,35275045,"We have another skate class this Monday at the Skate Center! It's from 6:30-7:30! Bring yourself and your kids, fun times will be had!",positive
263751834181718016,229548498,@TheShannonBurke after @immandaschmidt's call I foresee the jackals lining up for studio visits on Thursday's.,neutral
241548407573975040,277253298,Just found out ill be playing at the same tournament with UT as my brother with his h.s. in february in new orleans during mardis gras.,neutral
264227471287803904,168698611,"my sister just sat up and asked where katie was going to sleep. she is a little too old for an imaginary friend, don't ya think?",negative
261275586255802368,308119583,Working tonight is seriously interfering with the fact that its Wednesday and The Challenge is on #wahh #getmeouttahere,neutral
264250438759632896,713736564,"Five weeks of intense rehearsals almost complete! Last rehearsal day tomorrow before the JBSA cast travels to Singapore! ""Take a bow!!",positive
263316953979052032,23629825,"Sandy has passed by, and the Cathedral Close was only lightly touched (whew), so yes, NCS will be open tomorrow,... http://t.co/ezSYPv3D",positive
264222748824449024,190926855,@Tristan_jet @iidontrespectit Martin isn't a leader for the 2nd unit like harden. Your guys bench is done plus Westbrook is a ball hog,negative
264247695584157697,745481178,"im moving back to houston on the 9th, i can live here nomore ! MONROE to fcked up!!",negative
254268201641312256,559416098,"It's Friday and the Soul Train is firmly parked in PRI for the Soul Show on the Radio, C'mon Perth get your requests in for the next hour :)",neutral
264198765085356032,28707033,@dubstephh_ down to blaze with Joe and I tomorrow?,neutral
258944456718426112,38286155,Red Wolves HOME game TODAY at 2:00pm! Excited to see the best fans in the Sun Belt again! #HowlYes #GostAte!,positive
264236241669734400,119602296,Just put a bet in for tomorrow night already. Never did this before. Miami Heat -5.5 against the Knicks.,neutral
207184196081434625,270638272,How do y'all feel about moving Presidents Day to August? August lacks a three day weekend. Then make Lincoln's b-day a day off too. #boom,neutral
263998344404291585,427621336,I miss one day & it seems like they're about to give me ISS tomorrow. #wtf #pt,negative
263502230953529344,265744779,But does anyone wanna go to Boston with me tomorrow to see Richie Hawtin and Loco Dice perform? #cntrltour,neutral
217426068364201984,350451819,"@PatWGR If they are still looking for a Center, they may want to inquire about Sam Gagner.  Edmonton needs D.",neutral
264043005160329217,377379259,"This Sunday is the P.E.R.C.H's Family Movie Matinee! Come out this Sunday November 4th from 3-5 pm in Lumina Theatre to watch ""The Lorax""!",neutral
253866596790063105,124469095,Too lazy to do Lorax's journal. Would just do it tomorrow at school.,negative
224565817088552962,27304045,@RaysGameDay   Twilight Zone inning?   Ground Hog Day inning.  May go on 4ever. . . .  just keeping hittin' him #Rays!,positive
264170860003348481,349645478,@CJakubauskas58 headed to Baylor homecoming tomorrow with my baber. Should be fun even without RG3!,positive
103535684110921729,63723969,Shooting Tvshow Sons of Anarchy at my studio today. They closed off all the streets for a giant gun battle! Fun.  http://t.co/4lE2dIh,positive
230806998197870592,325328793,Jungle Island makes good on $2 million payment: Jungle Island made good Wednesday on its promise to the Miami Ci... http://t.co/TTyDjIQb,neutral
262382815579090945,581460097,Christianity isn't just a Sunday thing,neutral
259340502955073538,19190123,Also on West Liberty ... it does not play a regular-season game in February.,neutral
232804134179446785,25180583,Buses arrive in Henryville. First day back in original building since March 2 tornados destroyed school http://t.co/HuRu2UjG,neutral
102115800701337600,15829284,I saw a photo of Aaron Rodgers with some awesome scruff going on today. Did I mention he was at the White House today? IZ COOL.,positive
264021212022312960,867301861,Links 1 Nov: What Does Apple's 10-K Filing Tell Us?: Apple has just filed it's annual 10-K with the SEC. For those unused to the arca...,neutral
263855452822073344,249450101,Gonzaga kids will be beaten to death in the Blair parking lot on Saturday #betthat,negative
258725663673049088,487535540,@ChazzWoodson you're better when we were talking black lacrosse players after we won our 3rd straight all state sugar bowl,positive
102764183015272448,285481478,"Church was cool, I think I was expecting more though. None the less I'll be back next sunday.",positive
251518876863574016,387512937,Who's going to the game tomorrow at flowing wells high school? (: Marana v.s fw (: #homecoming,neutral
256459323142729729,600909460,Love taking a youtube break next day HD TV will be here and Saturday will be a BEAST VID,positive
216442580437700609,438627768,I just need to chill. Can't wait to unleash some aggression at Black Dahlia Murder tomorrow. #GonnaEndALife,negative
231539893753503744,144622202,"Who are the dumb asses who decided to shutdown Main St on a Friday for a town of 50,000+ for a Strawberry Festival",negative
261540587801563136,35143403,"Axl Rose needs to just give up. Now. Not later, not soon, not tomorrow. NOW!",negative
264074031135875073,275776970,Anonymous asked: Would we have a chance at seeing you for topless Tuesday? http://t.co/UK8xRlos,neutral
263043637225603072,552222539,Going to cypress the whole entire day on Nov 16. Gonna be seeing all the people I Havnt seen in forever.,positive
261563103093870592,73524592,"Come out and join us for the SIA Trek or Treat, October 27th! http://t.co/KIX61CeR It's a fundraiser for the Safe House!",neutral
240086793746280448,69573324,"Yiying is two characters in the Chinese lang. The 1st part, Yi, means Happy. The 2nd part, Ying, means Creative. right? @profpjm #learning",neutral
100213293293121536,46476187,@franhalsall you in london on wednesday? we're being tourists with my brother's Merlin pass!! hope you're having a good break :),positive
246995811899162625,465114198,#Trayvon My daily tweet (9/15) in memory of Trayvon Martin- killed 203 days ago. ~May you Rest in Peace~ (Keep family in your prayers -Love),neutral
264206000930816000,385766013,Dad: what are you going to do in Athens tomorrow? Me: Nothing. Dad: Oh. Ok. Have fun.  I like my Father.,positive
233588252790112256,18048964,"@dasme I have a couple, of Jets games, but they're from the end of the season. wish i'd kept more of dec. also, i have the Sam Gagner game.",neutral
262539125893242881,469758910,Went to the Shepard Fairey exhibition yesterday at Stolen Gallery just off Brick Lane. Fantastic art - on till Nov 4th so still time to go!!,positive
252170335774978048,19673138,"Photo: Flatbush Zombies, Santos Party House October 17th! #ACIDALUMNI (Taken with Instagram) http://t.co/PYtQP9ej",neutral
218298985100738561,63168012,Championship Thurs @ Blue Raider Hoop camp today!!! Closing ceremonies @ 3:45 in Murphy Center!!! Autographs with all players!,neutral
264080683373309953,602105244,Winter Classic 2013 won't be canceled Thursday: The NHL will not be canceling the 2013 Winter Classic on Thursda... http://t.co/6qxP63Wv,neutral
263815809841893377,8616252,@VirginAmerica Friday flight JFK to LAX @9.15 AM. Is it still on? Will we get home?,neutral
264161209874526208,507980633,@Mhammond_90 bury girls day out to the brook!! Every Thursday! Standard!,neutral
264057266565693440,55376056,Big congrats goes out to Tampa Bay Damage for 2nd Place at Cup and 2nd Place overall in the Paintball Sports... http://t.co/98Z4v3zW,positive
231165900206768130,60941381,"@DrLawyercop @Harthanson seems like a pretty crafty fella.  If he thinks real hard, The Finder fee may not be necessary!",positive
264154862021918720,278163870,"Kerri will be helping out the families in Long Beach tomorrow.  If anyone has water, clothes, non perishables,... http://t.co/pZAo4g2q",positive
264046914213916672,378921178,Kirk's Bike Shop: Support the businesses you love and Shop Small this November 24th. http://t.co/SFMNKNi6,neutral
264230525340897280,871881523,"""Watched one of my fave 2011 movies for the 3rd time.Never fails to make me giggle while making me cry and touch my heart.""-Makoy Gamboa, FB",positive
263933975251259392,322353290,"@RussellHarley1 I'll let him know if he text me, otherwise just drop it mate, I've got road tax and CBA to get it till Monday lol",neutral
260051608686170112,152556346,@OliverLaaance Can't wait to see you guys tomorrow sa GT at SM Bacolod! :)),positive
250929234997039104,399878389,"Mashed out to ""Niggas In Paris"" in the club while in Paris... as cliche as it may sound. #WeOutHere",neutral
245611489745055746,364979100,Postage for O. Henry stamp unveiled: The U.S. Postal Service on Monday unveiled the stamp commemorating the life of... http://t.co/lqvQNACh,neutral
264208747520462848,75441787,Alright nicky Fwd: From: 4028890972 Sent: Nov 1 10:28pm Message: Idc what he says.,neutral
104789146962366464,16347909,Windows 7 brain damage this evening. Apple should just buy Microsoft and crush the life out of it. Please.,negative
259645214552109056,330681657,Celebrity Saturday ! This is great tea good have around especially if you are going to be at the Oscars http://t.co/eh1B7VOZ,positive
256942247784873984,102884742,"met Slum Village, Just Blaze, and 9th Wonder. saw Fred The Godson, Raekwon, Nipsey Hussle, and Trae The Truth perform, all in one day.",neutral
263972222677417985,229497776,#NowPlaying Michael Jackson - She's Out of My Life (Live At Wembley July 16. http://t.co/vxRYuADn L.O.V.E it! #MjTunes,positive
253716160393138177,320428296,(Native) America day is coming up next Thursday! @CHR1ST1NA_N and I are going all out. #JoinTheTribe #MySoulisNative,positive
118800204911751168,19224100,"CBS says Andy Rooney will make his final weekly ""60 Minutes"" appearance on this Sunday's edition: http://t.co/K2QtAVDA (via @AP)",neutral
100212143139463168,106328992,"RT @RossoneriBlog: Joleon ""Pretty Face"" Lescott & Edin ""I want to play for Milan"" Dzeko scored for the City. De Gea should have done bet ...",neutral
263839524189261825,209941571,"The Fox shows watched moving onto a movie, George Clooney no thank you. I may be one of the few on the planet who has never watched Titanic",neutral
264169727134429186,382459056,Somebody braiding my hair tomorrow Idc who but if it doesn't look good I'm taking it out,negative
100033150067027968,21379479,I may have just thrown a lime at an NFL player. Apologies forthcoming #ivaluemylife,negative
264012999260524544,17432059,"Eagle Bancorp Completes Sale of $10 Million of Common Stock: Nov 1 &;- Eagle Bancorp Inc. (Nasdaq:EGBN), the par... http://t.co/p79nnawb",neutral
244315723529351168,330837018,@ksiggystyle91 Good. Going to the fair to get an autograph from Miesha Tate tomorrow.,positive
264143133313495040,84660127,I feel do bad.. My boo Asia bday event maybe cancelled for this Sunday!... I was soooo looking forward to it,negative
264226577850724352,290355805,@TatiCuteAss you ain't gone do shit tomorrow we gone see chicken shit,negative
108201763772960769,353946567,@hopesolo the DWTS cast will be announced tonight! Are you in it?! Oh I hope sooo!!!! You'd be so fun to watch and you'd have soo many fans!,positive
263679178258411521,38606708,"Happy 13th birthday to one of my favorite boys, Zachary! He's growing up so fast, he's almost as tall as me. http://t.co/Gaiu45XA",positive
262965980328771585,68896294,"Top SEC teams have chance to play in the Cotton Bowl and Jan. 1 games: Capital One and Outback. As for the Pac-12: Alamo, Sun, Holiday, etc.",neutral
220958365822627840,232216957,"Commentary: Is Chris Brown the victim of a double standard?: Hosting the Independent Spirit Awards in February, ... http://t.co/X9QiHhNU",neutral
263766743355383809,223589395,"It's now or never, Ita now or never! That is why he is the best of his kind. May not play for us but hats off to Ray Lewis  52 #TheGreatest",positive
264211558014529536,125459927,@oohheeyitsSarah Are u coming up the 17th. Davis is playing Hawaii for vball so we will see Chris Webb and Scott Wong. ur mom & my mom are!,neutral
100743870110896128,338079880,"@whitehouse   Republicans had their way,  stock market crashed they did not want to pay taxes they lost billions of dollars today!",negative
259468338009370624,26242086,"With that score, Farmerville is now up 27-6 over Richwood with the 3rd Qtr winding down.",neutral
